date,yearboutbegan,domainid,siteid,plotid,subplotid,nestedsubplotid,taxonid
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_048,41,1,2PLANT
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,41,3,2PLANT
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,39,3,2PLANT
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,41,3,2PLANT
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_058,41,4,2PLANT
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,21,3,2PLANT
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,2,2PLANT
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,21,4,2PLANT
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,21,1,2PLANT
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,4,2PLANT
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,23,1,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,23,2,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,2,ACPE
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_048,41,4,ACPE
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_048,41,1,ACPE
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_048,41,1,ACPE
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,39,3,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,1,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,1,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,1,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,1,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,1,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,3,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,3,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,3,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,3,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,3,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,3,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,21,4,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,21,4,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,21,4,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,21,1,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,21,1,ACPE
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,21,1,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_053,23,2,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_053,23,4,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_053,41,4,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_053,41,1,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_053,41,1,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_053,41,1,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_053,41,1,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_053,41,1,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_053,41,1,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,23,2,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,23,2,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,23,4,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,41,1,ACPE
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,41,4,ACPE
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_058,23,4,ACPE
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,21,4,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,2,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,2,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,2,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,2,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,2,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,2,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,2,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,2,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,2,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,2,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,4,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,4,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,4,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,41,1,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,41,4,ACPE
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_061,23,4,ACPE
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,23,2,ACPE
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,39,1,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,2,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,2,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,2,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,2,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,2,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,2,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,4,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,4,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,4,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_065,23,4,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_065,23,4,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_065,23,4,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_065,23,4,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_065,23,4,ACPE
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_065,23,4,ACPE
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,4,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_061,41,4,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,21,3,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,21,3,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,39,1,ACRU
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,39,1,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,39,2,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,39,2,ACRU
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_057,23,1,ACRU
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_057,23,1,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,21,2,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,41,1,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_061,23,4,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_061,23,4,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_061,23,1,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_061,23,1,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_061,23,3,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_061,23,3,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_061,41,4,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_061,41,2,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_061,41,2,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_061,41,2,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_061,41,1,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,39,3,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,21,3,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,21,1,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,21,3,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,21,3,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,21,3,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,21,3,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,21,3,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,21,3,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,21,4,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,21,2,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,39,1,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,39,3,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,1,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,39,1,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,39,2,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,39,4,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,39,2,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,39,4,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,39,3,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,39,3,ACRU
2015-06-02T00:00:00.000Z,2015,D07,GRSM,GRSM_062,39,3,ACRU
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,23,2,ACRU
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,23,1,ACRU
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,23,3,ACRU
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,23,4,ACRU
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,23,4,ACRU
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,23,3,ACRU
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,23,1,ACRU
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,23,1,ACRU
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,23,3,ACRU
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,39,3,ACRU
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,39,4,ACRU
2015-05-28T00:00:00.000Z,2015,D07,GRSM,GRSM_063,39,2,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,3,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,3,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,1,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,3,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,39,1,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,39,1,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,39,3,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,39,4,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,39,4,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,39,2,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,2,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_064,23,4,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_065,21,2,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_065,23,1,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_065,21,4,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_065,23,3,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_065,23,1,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_065,23,3,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_065,23,3,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_065,23,3,ACRU
2015-05-26T00:00:00.000Z,2015,D07,GRSM,GRSM_066,39,3,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_047,21,4,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_047,21,4,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_047,21,3,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_047,21,4,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_047,21,1,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_047,21,2,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_047,21,3,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_047,21,1,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_047,21,1,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_047,39,1,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_047,39,1,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_047,39,4,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_047,39,3,ACRU
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_048,41,4,ACRU
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_048,41,3,ACRU
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_048,41,3,ACRU
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_048,41,2,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,21,1,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,21,2,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,21,3,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,21,2,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,21,3,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,21,3,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,21,4,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,3,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,39,1,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,39,1,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,39,1,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,39,2,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,39,2,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,39,2,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,39,4,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,39,3,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,39,3,ACRU
2015-05-21T00:00:00.000Z,2015,D07,GRSM,GRSM_049,39,3,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,3,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,4,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,4,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,39,3,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,21,2,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,21,3,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_050,21,3,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,23,3,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,23,2,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,23,1,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,23,4,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,23,2,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,23,3,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,23,2,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,23,2,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,23,4,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,23,4,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,41,2,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,41,4,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,41,3,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,41,3,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,41,3,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,41,3,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,41,4,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,41,3,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,41,3,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,41,1,ACRU
2015-06-09T00:00:00.000Z,2015,D07,GRSM,GRSM_051,41,1,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,21,1,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,21,1,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,21,1,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,39,2,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,21,3,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,39,1,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,39,3,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,39,3,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,39,4,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,39,4,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,39,4,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,39,4,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,39,2,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_052,39,2,ACRU
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_053,23,2,ACRU
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_053,23,1,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,39,3,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,21,1,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,21,1,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,21,2,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,21,1,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,21,2,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,21,2,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,21,4,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,21,4,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,21,3,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,21,3,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,21,3,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,39,1,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,39,4,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,39,2,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_054,39,4,ACRU
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,23,1,ACRU
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,23,2,ACRU
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,41,1,ACRU
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,41,4,ACRU
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,41,4,ACRU
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,41,4,ACRU
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,41,4,ACRU
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,41,3,ACRU
2015-06-01T00:00:00.000Z,2015,D07,GRSM,GRSM_055,41,3,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,23,2,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,23,3,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,23,1,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,39,3,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,39,3,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,39,3,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,39,1,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,39,1,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,39,1,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,39,1,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,39,2,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,39,2,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,39,2,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,39,2,ACRU
2015-05-27T00:00:00.000Z,2015,D07,GRSM,GRSM_056,39,2,ACRU
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_057,23,2,ACRU
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_057,23,4,ACRU
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_057,23,2,ACRU
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_057,41,2,ACRU
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_057,41,2,ACRU
2015-05-18T00:00:00.000Z,2015,D07,GRSM,GRSM_057,41,1,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_058,23,2,ACRU
2015-05-20T00:00:00.000Z,2015,D07,GRSM,GRSM_058,41,4,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,21,1,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,21,1,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,39,1,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,39,2,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,21,1,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,21,1,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,39,2,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,39,2,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,39,2,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,21,4,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,39,2,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,39,2,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,39,2,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,39,2,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,39,2,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,39,4,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,39,2,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,39,2,ACRU
2015-05-19T00:00:00.000Z,2015,D07,GRSM,GRSM_059,39,2,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,2,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,2,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,4,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,4,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,3,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,3,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,1,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,23,1,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,41,1,ACRU
2015-06-08T00:00:00.000Z,2015,D07,GRSM,GRSM_060,41,1,ACRU
